Judul Berita,Content,themes,author
Kriminolog: Tak Ada Korelasi Minuman Alkohol dengan Kejahatan,"Konsumsi minuman beralkohol dinilai kriminolog tak terkait langsung dengan pelanggaran pidana atau kejahatan. Sebuah kejahatan menurut kriminolog meski terkait dengan konsumsi minuman keras kerap disertai pemicu lain. ;Kriminolog Adrianus Meliala mengatakan perilaku Kriminal tak bisa langsung disangkut-pautkan dengan minuman beralkohol.  ;Menurutnya perbuatan kriminal selalu bersinggungan dengan variabel lain yang kaitannya dengan emosi dalam diri seseorang. ;""Korelasi langsung tidak ada. Selalu ada variabel antara lain seperti rasa marah, dendam, akses senjata, niat jahat dan lain-lain,"" kata Adrianus saat dihubungi CNNIndonesia.com, Jumat (13/11). ;Hal ini terkait dengan Rancangan Undang-undang (RUU) Minuman Beralkohol yang saat ini tengah digodok DPR. ;Dalam pasal 3 RUU Minol ini, disebutkan bahwa larangan minuman beralkohol bertujuan untuk melindungi masyarakat dari dampak negatif yang ditimbulkan oleh minuman beralkohol. ;Dalam pasal itu juga disebutkan tujuan RUU itu untuk menumbuhkan kesadaran masyarakat mengenai bahaya minuman beralkohol, dan menciptakan ketertiban dan ketentraman di masyarakat dari gangguan yang ditimbulkan oleh peminum minuman beralkohol. ;Adrianus menilai, RUU Minol ini muncul lantaran ada semangat negatif atau pandangan negatif dari pengusul terhadap minuman beralkohol. Ia bahkan jika dilihat dari nama saja, RUU ini berpotensi merembet ke alkohol lain di bidang medis dan keagamaan.  ;""Menurut saya UU ini mengatur segala hal tentang alkohol. Termasuk juga tentang penggunaan alkohol untuk tujuan medik, tujuan liturgis (Gereja Katolik menggunakan alkohol) maupun alkohol yang terkait dengan cultural purpose,"" kata dia.  ;Adrianus mengatakan pasal 3 tersebut tendensius. ;""Alhasil ini menjadikan RUU ini amat kurang kegunaannya,"" ujarnya.  ;Kriminolog Universitas Indonesia (UI) Arthur Josias Simon juga menyatakan tak ada korelasi antara minuman beralkohol dengan perilaku kriminal. ;Ia kemudian membagikan hasil penelitian di lima kota tentang karakteristik alkohol dan hubungannnya dengan kejahatan di Indonesia pada 2017 lalu. Dalam penelitian itu dibagikan Josias itu tidak diteemukan basis data pasti yang mengungkap bahwa ada kaitan antara perilaku kriminal dengan penggunaan alkohol.   ;""Tidak ada data statistik spesifik dan minimnya basis data (database) tentang tindak kejahatan terkait dengan konsumsi minuman beralkohol. Tidak ditemukan korelasi yang kuat antara kejahatan dan konsumsi minuman beralkohol,"" demikian pernyataan kesimpulan penelitian tersebut.  ;Dalam penelitian itu juga disebutkan, terlalu sederhana jika melihat konsumsi minuman beralkohol berkorelasi dengan kejahatan tanpa mendasarkan pada kekuatan hubungan di antara keduanya.  ;Hal ini juga diperkuat dengan tak ada kesepakatan tentang aturan atau bahkan definisi yang secara rigid menyatakan bahwa alkohol adalah biang tindak kejahatan.  ;""Belum ada kesepakatan tentang aturan yang mengatur hubungan alkohol dan kejahatan terutama alkohol sebagai penyebab, pemicu, perantara atau pemercepat,"" bunyi penelitian itu. ;Sebelumnya Polri mengungkapkan dalam tiga tahun terakhir, ada ratusan kasus tindak pidana yang terjadi terkait minuman beralkohol. ;Kepala Biro Penerangan Masyarakat Divisi Humas Polri Brigjen Awi Setiyono menyatakan data tersebut menggambarkan terdapat kasus yang memang dilatarbelakangi karena konsumsi alkohol. ;""Kalau boleh kami berikan gambaran, memang dalam beberapa kasus tindak pidana ada hal-hal yang memang dilatarbelakangi karena alkohol. Selama tiga tahun terakhir, mulai 2018 sampai 2020 sebanyak 223 kasus,"" kata Awi.",polisi,CNN Indonesia
Polisi Cengkareng Ringkus Geng Motor Maju Kena Mundur Kena,"Polsek Cengkareng, Jakarta Barat meringkus 14 pelaku begal yang merangkap geng motor bernama ""Make Muke"" (Maju Kena Mundur Kena). ;""Mereka bentuk geng motor bernama Make Muke ini sudah dua bulan. Bahkan, kelompok ini mau buat cabang geng motor dengan nama Make Muke 410 dan 411,"" ujar Kapolsek Cengkareng Kompol Khoiri di Jakarta, Rabu (5/8) seperti dikutip dari Antara. ;Peringkusan belasan anggota geng motor itu sendiri berawal dari upaya pembegalan sepeda motor oleh empat pelaku. Empat pelaku berinisial IW, DI, JI, dan FI ditangkap di Jalan Kapuk Raya, Cengkareng, Jakarta Barat, Rabu. ;Khoiri mengatakan, kasus itu bermula saat empat pelaku dan belasan temannya berkumpul sambil minum minuman keras. Setelah itu, para pelaku berkeliling mencari musuh untuk diajak tawuran. ;""Musuh yang dipilihnya pun secara acak, jadi siapa saja yang ditemui akan diserang,"" kata Khoiri. ;Saat berkeliling itulah, kelompok pelaku menemukan seorang korban bernama Fajar mengendarai sepeda motor bertransmisi otomatis. ;""Keempat orang ini memaksa korban untuk serahkan sepeda motornya dengan ancam menggunakan senjata tajam,"" kata dia. ;Selanjutnya, ketika sepeda motor akan direbut pelaku, korban berteriak 'begal'. Mendengar teriakan itu, pelaku turun dari sepeda motornya. Korban bernama Fajar terkena sabet senjata tajam oleh pelaku hingga harus dirawat secara medis. ;Kanit Reskrim Polsek Cengkareng AKP Antonius menambahkan, dari hasil interogasi ternyata geng motor tersebut gabungan dengan geng Tabaci. ;Geng Tabaci terdiri atas pemuda Kalideres, Srengseng, Jembatan Gantung, Bojong dan Kapuk. ;""Geng ini beraksi setiap malam Minggu atau pas malam liburan didahului dengan mencari lawan melalui media sosial sekitar pukul 03.00 WIB,"" katanya. ;Para pelaku juga sebelum melakukan aksinya menenggak minuman keras dan minum obat-obatan jenis tramadol atau lexotan. ;Dari hasil penangkapan empat orang itu, pihaknya mengembangkan menangkap sembilan orang lainnya bernama Im, Sn, Gg, Fi, Ma, Ri, Hu, Ri dan Gi di lokasi terpisah. ;""Ada belasan senjata tajam yang kami amankan dari tangan para pelaku. Beberapa sepeda motor yang digunakan dan juga hasil kejahatan,"" kata Antonius. ;Pihaknya juga tengah mendalami kasus tersebut sampai saat ini penyidik pelaku ada laporan sebanyak empat laporan polisi, dan beberapa barang bukti hasil kejahatan seperti tiga unit sepeda motor dan beberapa ponsel rampasan ;Para pelaku kini dikenakan ancaman Pasal 365 KUHP tentang pencurian dengan kekerasan. Mereka terancam hukuman kurungan penjara selama tujuh tahun penjara.",polisi,CNN Indonesia
VIDEO: Penemuan Kuburan Massal di Libia,Tim Gabungan Pemerintah Libia dengan PBB bekerja sama dengan tim medis untuk penggalian kuburan massal setelah pada Minggu lalu menerima laporan adanya kejahatan kemanusiaan.,polisi,CNN Indonesia
"Polri Sebut Kriminalitas Naik 38,45 Persen Jelang New Normal","Polri mencatat kenaikan angka kriminalitas sebesar 38,45 persen pada pekan ke-23 dan ke-24 di 2020 atau awal periode adaptasi new normal pada Juni. ;Rinciannya, sebanyak 4.244 kasus pada minggu ke-23, dan pada minggu ke-24 sebanyak 5.876 kasus. ;""Atau mengalami kenaikan sebanyak 1.632 kasus,"" kata Karo Penmas Divisi Humas Polri Brigjen Awi Setiyono kepada wartawan, Selasa (16/6). ;Pada periode ini, Polri mencatat ada lima kasus besar yang termasuk dalam jenis kejahatan konvensional. Pertama, pencurian dengan pemberatan meningkat sebanyak 282 kasus atau 68,61 persen.Kedua, kasus penggelapan naik sebanyak 421 kasus atau 42,71 persen. Ketiga, kasus pencurian kendaraan bermotor (curanmor) roda dua naik sebesar 98,25 persen atau sebanyak 226 kasus.Keempat, kasus narkotik naik 94 kasus atau sebesar 14,48 persen. Kelima, kasus perjudian meningkat sebanyak 104 kasus atau sebesar 100 persen. ;Awi menuturkan kenaikan angka kriminalitas itu diduga karena masa transisi menuju tatanan kehidupan baru (new normal) saat pandemi Virus Corona.""Pada masa transisi menuju new normal, aktivitas masyarakat menjadi meningkat, seiring dengan meningkatnya aktivitas masyarakat, para pelaku kejahatan juga memanfaatkan situasi tersebut untuk melakukan aksinya,"" tuturnya.Meski angka kriminalitas meningkat, Awi menyebut secara umum kondisi keamanan dan ketertiban masyarakat (kamtibmas) masih dalam keadaan aman dan kondusif.",polisi,CNN Indonesia
Tema dan Sejarah Hari Susu Sedunia 2023,"Hari Susu Sedunia atau World Milk Day diperingati pada tanggal 1 Juni setiap tahunnya. Peringatan ini bertujuan untuk terus memperkenalkan manfaat dari produk susu ke seluruh dunia. ;Hari Susu Sedunia adalah hari yang ditetapkan oleh Organisasi Pangan dan Pertanian (FAO) Perserikatan Bangsa-Bangsa (PBB) untuk mengakui pentingnya susu sebagai makanan global. ;Hari Susu Sedunia diperingati pada tanggal 1 Juni setiap tahun sejak tahun 2001. Hari peringatan ini dimaksudkan untuk menciptakan kesempatan untuk menarik perhatian pada kegiatan yang berhubungan dengan sektor produk susu. ;Berikut ini penjelasan mengenai tema dan sejarah Hari Susu Sedunia 2023. ;Untuk menghormati industri susu dan meningkatkan kesadaran akan nilai susu sebagai makanan dalam skala dunia, FAO meluncurkan Hari Susu Sedunia pada tahun 2001. Sejak awal, hari peringatan ini telah menyebarkan kesadaran akan manfaat susu dan produk susu ke seluruh dunia. ;Hari peringatan ini menawarkan kesempatan untuk meningkatkan kesadaran akan susu di antara orang-orang di seluruh dunia. Tujuan dari hari peringatan ini adalah untuk meningkatkan pengetahuan masyarakat tentang nilai susu dalam diet seimbang, serta bagaimana susu membantu masyarakat dan mata pencaharian. ;FAO memperkirakan bahwa industri susu mendukung lebih dari satu miliar mata pencaharian dan lebih dari enam miliar orang di seluruh dunia mengonsumsi produk susu. ;Menurut laman World Milk Day, pada 2023 ini, Hari Susu Sedunia mengambil tema yang berfokus untuk menyoroti bagaimana produk susu telah mengurangi dampaknya terhadap lingkungan sembari menawarkan makanan bernutrisi dan mata pencaharian. ;Pada hari peringatan ini, masyarakat di seluruh dunia didorong untuk menyuarakan tentang kontribusi penting dari sektor susu untuk: ;- Makanan yang baik, sehat dan bernutrisi. ;- Peternak yang peduli secara bertanggung jawab terhadap komunitas, lahan, dan hewan mereka. ;- Praktik-praktik keberlanjutan di sektor produk susu. ;- Bagaimana produk susu berkontribusi terhadap pembangunan ekonomi dan mata pencaharian. ;Susu dikenal rendah emisi dan gas buang karena langsung bersumber dari sapi. Selain rendah karbon dalam proses pembuatannya, produk susu juga disebut mendukung mata pencaharian satu miliar orang di dunia. ;Sebanyak 600 juta orang hidup dari peternakan sapi perah, sementara 400 juta lainnya bergantung pada pekerjaan penuh waktu untuk mendukung industri susu. ;FAO juga mendukung para petani, peternak, dan siapapun yang bergerak di sektor susu untuk menggunakan teknologi rendah karbon agar produk susu bisa tetap ramah lingkungan. ;Anda yang tidak bergerak di industri susu bisa membantu sektor tetap bangkit dengan mengonsumsi susu dan produk olahannya. Selain ikut berkontribusi menciptakan lingkungan yang lebih baik, Anda juga bisa mendapatkan banyak manfaat dari susu.",polisi,CNN Indonesia
VIDEO: Pelaku Pencopetan Saat Kirab Timnas diamankan Polisi,"Seorang pria ditangkap petugas saat kedapatan mencuri ponsel milik salah seorang warga yang tengah menyambut arak arakan kemenangan pemain timnas U-22 di Bundaran Hotel Indonesia, Menteng, Jakarta Pusat, Jumat pagi.",polisi,CNN Indonesia
"Dipanggil Tanpa Gelar, Dokter Aniaya Pelayan Karen's Dinner Bali","Pegawai restoran Karen's Dinner di Badung, Bali jadi korban kekerasan pelanggan yang diduga kesal lantaran tak dipanggil dengan gelar dokter miliknya. ;Kapolsek Kuta Utara Kompol I Made Pramasetia mengatakan pelanggan yang dimaksud sudah dipanggil untuk diperiksa. ;""Sudah dipanggil untuk diperiksa, sudah panggil begitu kejadian, tapi untuk diperiksa besok,"" ucap Pramasetia, Rabu (17/5). ;Peristiwa tersebut diketahui terjadi pada Minggu (14/5) sekitar pukul 14:58 WITA. ;Saat itu, seorang pria berinisial TK datang ke Karen's Diner Bali, yang berada di Jalan Batu Belig, Kelurahan Kerobokan, Kecamatan Kuta Utara, Kabupaten Badung, Bali. ;Menurut manajemen Karen's Dinner Bali, pelanggan tersebut melakukan penganiayaan kepada pelayan dengan memukul hingga menjambak rambut. Diduga didasari rasa  kesal dengan pelayanan yang tidak ramah. ;""Telah terjadi kekerasan fisik kepada staff Karen's Diner Bali, oleh salah satu dokter berinisial TK yang tidak terima ketika dipanggil namanya secara langsung tanpa menggunakan gelar dokter,"" mengutip keterangan Karen's Dinner Bali. ;""Serta tidak mau mengikuti peraturan ""House Rules"" yang berlaku di Restoran kami, dengan konsep Gimmick pelayanan yang tidak ramah, judes, serta warning di pintu masuk."" ;[Gambas:Instagram] ; ;Karen's Dinner Bali menyatakan bahwa seluruh pelayan memang telah dilatih untuk bersikap tidak ramah terhadap pelanggan. Akan tetapi, itu semua hanya berpura-pura dengan tujuan menghibur para pelanggan. ;""Manajemen Karen's Diner Bali turut prihatin akan kejadian yang menimpa staff kami, dan akan mendampingi korban untuk proses lebih lanjut sesuai hukum yang berlaku,"" mengutip akun Instagram Karen's Dinner Bali.",polisi,CNN Indonesia
"VIDEO: Pasutri WNA Curi Uang Pedagang Telur, Uang Tunai 3 Juta Kandas","Dua warga asing yang diduga pasangan suami-istri, mencuri pedagang telur di kawasan Penggilingan Cakung Jakarta Timur, Senin siang. Modus pelaku mengalihkan perhatian korban, dengan berpura pura menukarkan uang. Uang hasil penjualan telur senilai 3 juta rupiah, raib dicuri kedua pelaku.",polisi,CNN Indonesia
Warga Nigeria Jadi Tersangka Penganiayaan 2 Ibu di Kelapa Gading,"Warga Nigeria berinisial AN (32) ditetapkan sebagai tersangka atas kasus penganiayaan dua ibu di sebuah apartemen daerah Kelapa Gading, Jakarta Utara, Jumat (5/5). ;""Peristiwanya seorang WNA berkewarganegaraan Nigeria melakukan kekerasan senjata tajam terhadap dua orang ibu, satu korban NW berumur 55 tahun, kemudian satu korban Ibu lagi RS berumur 58 tahun,"" kata Kepala Satuan Reserse Kriminal Polres Metro Jakarta Utara AKBP Iverson Manossoh kepada wartawan, Minggu (7/5). ;Iver menerangkan peristiwa bermula korban NW yang memang tinggal di apartemen itu mendengar suara benturan. NW lantas melakukan pengecekan. ;Saat itu, pelaku secara tiba-tiba menyerang korban. Melihat hal tersebut, RS berusaha membantu. Namun, ia justru juga dianiaya pelaku hingga berujung luka-luka di tubuhnya. ;""Mengalami kekerasan senjata tajam, mengalami luka tusuk di beberapa bagian tubuh, ada lengan, ada punggung, dan beberapa luka tusuk di bagian tubuh yang lain,"" ucap Iverson. ;[Gambas:Video CNN] ;Akibat peristiwa itu, kedua korban harus mendapat perawatan medis di Rumah Sakit Gading Pluit, Jakarta Utara. ;Usai kejadian, aparat kepolisian langsung segera melakukan penyelidikan dan menangkap pelaku berinisial AN tersebut. ;Setelah menjalani serangkaian pemeriksaan, AN pun ditetapkan sebagai tersangka dan ditahan. Ia dijerat Pasa 351 ayat 2 KUHP dengan ancaman penjara lima tahun. ;Terkait motif AN menyerang kedua korban, kata Iverson, pihaknya masih melakukan pendalaman lebih lanjut. ;Kendati demikian, Iverson memastikan AN tidak dalam pengaruh alkohol maupun narkoba saat melakukan aksi penyerangan tersebut. ;""Kami sedang upayakan untuk segera dilakukan pemeriksaan secara psikologi atau kejiwaan,"" ujarnya.",polisi,CNN Indonesia
Mantan Pemain PSM Ditangkap Polisi Usai Aniaya Sekuriti Karaoke,"Mantan pemain PSM Makasar Achmad Hisyam Tolle ditangkap polisi setelah menusuk petugas keamanan sebuah karaoke di Kota Makassar, Sabtu (6/5). ;Aksi penikaman itu terjadi di sebuah rumah bernyanyi di sekitar kawasan Jalan Perintis Kemerdekaan, Kecamatan Biringkanaya, sekitar pukul 05.30 WITA atau 04.30 WIB. ;""Iya (Achamd Hisyam Tolle) terlibat penganiayaan tadi subuh berulah, di situ di karaoke Perintis,"" ujar Kanit Reskrim Polsek Biringkanaya, Iptu Sangkala dikutip dari detik.com. ;Hisyam Tolle yang tengah mabuk berselisih dengan seseorang di area tempat karaoke. Kemudian security coba melerai keributan itu. ;Tolle yang pernah bermain di PSIM Yogyakarta dianggap tersinggung lalu memecahkan botol dan menikam petugas keamanan tersebut. ;""Jadi mabuk toh, berselisih dengan siapa di sana disuruh pulang sama sekuriti tidak mau pulang,"" ucap Sangkala. ;""Mungkin tersinggung dia pecahkan botol dan botol itu dia gunakan untuk menikam korban,"" kata Sangkala menambahkan. ;
 ;Akibat aksi kriminal Hisyam Tolle itu, petugas keamanan karaoke tersebut harus dibawa ke RS Saya karena mengalami luka di bagian leher dan tangan. ;Hisyam Tolle merupakan pemain yang kerap berulah di lapangan. Pemain yang pernah berseragam PSS Sleman tersebut sempat dihukum PSSI selama lima tahun akibat aksi brutal di lapangan. ;Pada 21 Oktober 2019 Hisyam Tolle mengarahkan tendangan ke wajah pemain Persis Solo saat itu, M Sulthon Fajar. ;Seusai aksi brutal tersebut Hisyam Tolle meminta kepada wartawan agar menghapus foto-foto dari tendangan kungfunya itu. ;[Gambas:Video CNN] ;",polisi,CNN Indonesia
Dua Warga Tangerang Ditangkap karena Curi Kambing dengan Racun,"Dua pria asal Desa Kemiri, Kabupaten Tangerang berinisial AJ (22) dan DS (20) ditangkap karena melakukan aksi pencurian dua ekor kambing di Kampung Jenggot pada Kamis (20/4). ;Aksi pencurian ini dilakukan oleh keduanya sekitar pukul 16.30 WIB. Aksi keduanya ini ternyata diketahui oleh warga sekitar. ;""Melakukan pencurian kambing dengan cara diracun dan setelah kambing tersebut mati lalu tersangka membawa kambing yang telah diracun itu menggunakan sepeda motor bersama dengan rekannya,"" kata Kapolsek Kronjo Iptu Dedi Ruswandi dalam keterangannya, Jumat (21/4). ;Kemudian sekitar pukul 17.00 WIB, warga yang melihat aksi pencurian itu melaporkan ke pemilik kambing. Tak berselang lama, kedua pelaku berhasil ditangkap oleh warga setempat. ;""Diamankan oleh masyarakat di lokasi kejadian pada saat tersangka akan membawa dua ekor kambing hasil curian tersebut menggunakan sepeda motor bersama rekannya,"" ucap Dedi. ;Dedi mengungkapkan saat itu ada puluhan warga yang mengepung kedua pelaku di sebuah persawahan di Kampung Jenggot. ;""Karena takut menjadi bulan-bulanan warga selanjutnya Petugas dari Polsek Kronjo Polresta Tangerang dengan cepat langsung mengamankan tersangka AJ dan DS dari amukan massa,"" tuturnya. ;Setelah diamankan, kedua pelaku langsung dibawa ke Polsek Kronjo. Selain itu, pemilik kambing juga langsung membuat laporan resmi atas aksi pencurian yang dialaminya. ;""Akibat kejadian tersebut pelapor mengalami kerugian sekitar empat juta rupiah,"" ujar Dedi. ;Lebih lanjut, Dedi menyampaikan saat ini pihaknya masih terus melakukan proses penyelidikan. Kedua pelaku telah ditetapkan sebagai tersangka dan ditahan di Polsek Kronjo.",polisi,CNN Indonesia
Polisi Beber Cara Kerja Penipu Modus QRIS Palsu di Kotak Amal Masjid,"Polisi membeberkan cara Mohammad Iman Mahlil, tersangka penipuan, membuat barcode QRIS palsu yang kemudian ditempel pada kotak amal masjid, termasuk di Masjid Istiqlal. ;Direktur Reskrimsus Polda Metro Jaya Kombes Auliansyah Lubis mengatakan M Iman Mahlil Lubis (MIML) menggunakan dua aplikasi untuk membuat barcode QRIS untuk melancarkan penipuan. ;""Didapatkan atau dibuat melalui aplikasi Youtap dan Pulsabayar,"" kata Kombes Auliansyah Lubis di Jakarta, Selasa (11/4). ;Auliansyah menyebut barcode QRIS yang telah dibuat dari aplikasi itu kemudian dicetak menjadi sebuah stiker oleh MIML. Setelah itu, stiker barcode QRIS itu ditempel di sejumlah kotak amal. ;Auliansyah turut mengungkapkan MIML memiliki sejumlah rekening atas nama dirinya dan diduga digunakan untuk menampung uang yang ditransfer melalui barcode QRIS tersebut. ;[Gambas:Video CNN] ;""Rekening yang digunakan MIML dan didaftarkan pada aplikasi Youtap dan Pulsabayar adalah sebanyak tiga rekening atas nama MIML,"" ucap dia. ;Namun, Auliansyah belum membeberkan soal jumlah uang yang sudah berhasil didapatkan oleh MIML lewat aksi penipuan ini. Kata dia, penyidik kini masih melakukan pendalaman. ;""Terkait jumlah jumlah dan yang lainnya masih kami lakukan pengembangan, nanti kami lakukan atau kami informasikan lebih lanjut,"" tuturnya. ;Dalam kasus penipuan lewat barcode palsu QRIS di kotak amal, MIML telah ditetapkan sebagai tersangka dan ditahan. ;Ia dijerat Pjasal 28 ayat 1 Jo Pasal 45 a ayat 1 dan atau Pasal 35 ayat Jo 51 a ayat 1 UU Nomor 19 Tahun 2016 tentang ITE dan atau Pasal 80 dan atau Pasal 83 UU Nomor 3 Tahun 2011 tentang Transfer Dana dan atau Pasal 378 KUHP dengan ancaman penjara di atas lima tahun. ;Dari hasil penyelidikan, MIML disebut telah membuat barcode QRIS itu sejak 23 Maret. Kemudian, ia mulai menempelkannya ke sejumlah kotak amal pada 1 April. ;Beberapa masjid lokasi penipuan MIML adalah Masjid Istiqlal, Masjid Agung Sunda Kelapa, Masjid Cut Meutia Menteng. Tak hanya masjid, MIML juga menempelkan stiker barcode QRIS itu di musala mal, yakni di Pondok Indah Mal dan Grand Indonesia.",polisi,CNN Indonesia
Polisi Selidiki Dugaan Barcode QRIS Palsu di Masjid Bintaro,"Aksi penipuan dengan modus mengganti barcode QR Indonesian Standard (QRIS) diduga tak hanya terjadi di masjid wilayah Jakarta. Hal itu dikabarkan juga terjadi di kawasan Bintaro, Tangerang Selatan. ;Saat dikonfirmasi, Kasi Humas Polres Tangsel Ipda Galih mengatakan pihaknya tengah melakukan penyelidikan terkait stiker barcode QRIS tersebut. ;""Kami sudah monitor kejadian tersebut, akan diselidiki oleh Polres maupun Polsek,"" kata Galih, Senin (10/4). ;Galih menyampaikan sampai saat ini pihaknya belum menerima laporan terkait peristiwa tersebut, baik di Polres maupun Polsek. ;""Namun tetap akan diselidiki,"" ucap dia. ;[Gambas:Video CNN] ;Lebih lanjut, Galih turut menyampaikan pihaknya mengimbau para pengurus masjid di Tangerang Selatan untuk waspada dan mengecek keaslian barcode QRIS yang ditempel. ;""Juga akan diimbau ke DKM masjid-masjid di wilkum Polres Tangsel oleh Bhabinkamtibmas, agar DKM Masjid waspada mengecek keaslian stiker QRISnya,"" tuturnya. ;Informasi soal barcode QRIS palsu di Bintaro itu turut beredar di media sosial. Salah satunya diunggah akun Instagram @kabarbintaro. ;Dalam unggahan itu, disebutkan stiker barcode QRIS yang ada di Masjid Raya Bintaro Jaya diganti dengan stiker palsu. Masih dalam unggahan itu, terlihat stiker barcode QRIS palsu itu bertuliskan 'RESTORASI MESJID'. ;Sebelumnya, beredar pula di media sosial video rekaman CCTV yang memperlihatkan aksi seorang pria yang diduga mengganti barcode QR Indonesian Standard (QRIS) kotak amal masjid di Jakarta Selatan. ;Aksi penipuan dengan modus mengganti barcode QRIS di kotak amal ini juga terjadi sejumlah masjid di wilayah Jakarta Selatan. ;Sejauh ini, kepolisian menduga aksi penipuan dengan modus mengganti barcode QRIS di kotak amal itu terjadi di beberapa masjid di Jakarta Selatan dan dilakukan satu orang. ;""Sementara kami duga masih satu orang yag sama, mudah-mudahan dalam waktu dekat bisa kami identifikasi,"" ucap Kasat Reskrim Polres Metro Jakarta Selatan Kompol Irwandhy, Senin (10/4). ;Kasus serupa juga terjadi di Masjid Istiqlal. Wakil Ketua Bidang Penyelenggara Peribadatan Masjid Istiqlal Jakarta Abu Hurairah mengungkapkan ada sekitar 50 stiker barcode QRIS palsu yang ditemukan oleh petugas. ;Abu menyebut stiker barcode QRIS palsu itu ditemukan sekitar tiga hari lalu. Kata dia, pengurus Masjid Istiqlal langsung melapor kepada bank usai mengetahui peristiwa tersebut. ;""Ada petugas kami yang curiga. Kok ada tulisan restorasi masjid. Ada sekitar 50,"" ucap Abu.",polisi,CNN Indonesia
Polisi Selidiki 50 Barcode QRIS Palsu di Kotak Amal Masjid Istiqlal,"Polisi menyelidiki aksi penipuan dengan modus mengganti barcode QR Indonesian Standard (QRIS) di Masjid Istiqlal, Jakarta Pusat. Sekitar 50 stiker barcode QRIS palsu ditemukan di masjid tersebut. ;""Iya lagi didalami. Ini abis tarawih tim akan turun ke Istiqlal,"" kata Kapolres Metro Jakarta Pusat Kombes Komarudin saat dihubungi, Senin (10/4). ;Komarudin menyebut sejauh ini pihaknya belum menerima laporan dari pihak pengurus Masjid Istiqlal terkait temuan barcode QRIS palsu itu. ;Kendati demikian, kata Komarudin, pihaknya tetap melakukan penyelidikan guna mengusut kasus tersebut. ;""Kami mau cek ke pengurus Masjid Istiqlal sekaligus kita mengecek CCTV untuk ketahui apakah ini sama yang di selatan atau yang lain,"" tutur dia. ;[Gambas:Video CNN] ;Sebelumnya, Wakil Ketua Bidang Penyelenggara Peribadatan Masjid Istiqlal Jakarta Abu Hurairah mengungkapkan ada sekitar 50 stiker barcode QRIS palsu yang ditemukan oleh petugas. ;Abu menyampaikan stiker barcode QRIS palsu itu ditemukan sekitar tiga hari lalu. Kata dia, pengurus Masjid Istiqlal langsung melapor kepada bank usai mengetahui peristiwa tersebut. ;""Ada petugas kami yang curiga. Kok ada tulisan restorasi masjid. Ada sekitar 50,"" kata Abu saat dihubungi, Senin (10/4). ;Aksi penipuan dengan modus mengganti barcode QRIS di kotak amal ini juga terjadi sejumlah masjid di wilayah Jakarta Selatan. ;Berdasarkan penyelidikan sementara diduga pelaku penipuan di beberapa masjid itu merupakan orang yang sama, atau hanya satu orang. ;""Sementara kami duga masih satu orang yag sama, mudah-mudahan dalam waktu dekat bisa kami identifikasi,"" ucap Kasat Reskrim Polres Metro Jakarta Selatan Kompol Irwandhy.",polisi,CNN Indonesia
"VIDEO: Pria Tua Cabuli Anak Tiri Hingga Hamil. Melahirkan, Bayi Dibunu","Seorang berusia 67 tahun di Bekasi, Jawa Barat, mencabuli anak tirinya sendiri hingga hamil dan melahirkan. Tak hanya itu, ia juga diduga membunuh bayi yang baru dilahirkan anak tirinya.",polisi,CNN Indonesia
"VIDEO: Polisi Giring 2 Jambret, Warga Nyanyi Happy Birthday To You","Kejadian unik terjadi saat dua penjambret yang tertangkap di Desa Limus Nunggal, Kabupaten Bogor, dinaikan polisi ke atas mobil patroli menuju Polsek Cileungsi, Senin malam. Warga yang mengepung kedua penjambret dengan kompak menyanyikan lagu Happy Birthday To You untuk kedua penjambret tersebut.",polisi,CNN Indonesia
Mayat Bayi Ditemukan di Tempat Sampah Jembatan Sentani Jayapura,"Mayat bayi ditemukan di tempat sampah samping jembatan Komba Sentani, Kabupaten Jayapura pada Rabu (22/3) petang pukul 17.30 WIT. ;Kasat Reskrim Polres Jayapura Iptu Muhammad Rizka pada Kamis (23/3) mengungkapkan jenazah bayi laki-laki itu ditemukan pencari pakan babi dan kemudian dilaporkan ke Pos Polisi Pasar Lama. ;""Mayat bayi ditemukan pertama kali oleh seorang pencari makanan sisa untuk pakan babi bernama Gordi Tasman,"" kata Iptu Muhammad. ;""Setelah menerima laporan, anggota kami yang dipimpin Kasat Reskrim bersama Tim Inavfs, didukung anggota Pos Polisi Pasar Lama mendatangi lokasi tersebut."" ;Setibanya di lokasi, polisi mengungkapkan bayi tersebut sudah dalam kondisi tak bernyawa dan berlumuran darah. Bayi itu ada dalam dus.""Kondisi bayi malang itu sudah tidak bernyawa, masih berlumuran darah dan tali pusar yang belum dipotong saat ditemukan terbungkus kantong plastik warna merah dalam kardus,"" kata Iptu Muhammad. ;[Gambas:Video CNN] ;Dia menambahkan sejauh ini pihaknya masih melakukan penyelidikan pelaku yang tega membuang bayi tersebut, anggota juga telah meminta keterangan sejumlah saksi yang diduga mengetahui pelaku pembuangan bayi. ;""Setelah dilakukan olah TKP, tim Inafis Polres Jayapura membawa mayat bayi tersebut ke Rumah Sakit Bhayangkara untuk dilakukan pemeriksaan dan pengembangan lebih lanjut."" ujarnya.",polisi,CNN Indonesia
